model_uid,lvis_category,caption
f254fe7921c24a3186ed1f3971fe2e80,toy,gray rock
0605ce50e2ad43759fc43d3570c1aac7,box,gray box with decorative lid
acbd071edff442d88b0b261ef0d005a7,car_(automobile),car
642171a837ef4e9fa35c60e12cd85dee,chair,modern chair
7efcc13eb50147d7a73169e2649b277c,cylinder,metal tool
cb8281a1ac6949a050a7b7e21f885323555ee6ed83932a7975279f2082116e4f,figurine,stylized character model
efedb7ffc9034c45a87fc92ed9e842f8,gun,gun
cc9da83d8c8e4eef977d59b254360a18,pottery,ceramic vessel with handle
b728151188834744b1ef8465fbace8e4,rifle,stick
d6cef0ece173213e3723be41528df5f076b7090fc6a5c4c453bbef5471e5929c,sculpture,rock with small sphere on top
a9debcb54caf4b9f94b8a58f90e9d407,sword,sword
0d158fadd4a14196916e79b4c95e0aee,table_lamp,pendulum clock
d5ff5241b3684104985177a137f7d76d,teapot,teapot
f30e23c81bb747259f9f18b613b98976,toy,gray abstract sculpture
06c440f179ea499eae01a53ff90c95d4,box,metal hinge bracket
ad2177f3f7e2768b65d59a016c6075e0e453c7c7cebef16e562100b919aba1e1,car_(automobile),abstract geometric sculpture
646e7d2b586191f7b72e1260ea6fdc262a427ce196d1829f69e03ee56bf0704f,chair,wooden chair
7fb0dd60728d466b9f45adec3e679ef6,cylinder,hollow cylinder
f094cf0d67704928a9cb4956eb8f9eae,gun,pistol
b78eb2177ee143588ab5492f5372fde1,rifle,rifle
5c61d26ebc290e012d86dfed906c7ba8c85ecb7d5f7565e1bc88643b835e9714,sculpture,blocky boot
0e760f4fb63747ceaa899a402a26070c,statue_(sculpture),statue of two figures embracing
aa1dc1e38936453da5f4a499ab58db7c,sword,sword
0e226e197ece4a48b43de7e70d106acc,table_lamp,table lamp
d72478d93fbe4a93a697177a166e6d09,teapot,teapot
f3b9ad43825c471bb6ded3f0d948a2ab,toy,abstract human figure
d8393a4487579a13746ee77265989b24cc38a9908aba372d00e793045a03c414,vase,abstract gray sculptural form
09cb48f08fd2456fbd520da1a119f65f,box,stacked box with handle
ad58deba250c41f792812bc418943da6,car_(automobile),military vehicle
64978b167cc74969a7e93f1b1b277875,chair,abstract geometric chair
e576398b55bf48dd9f8a73471c6a4808,cube,ceiling light fixture
803e60786d87a96e6440c6f7169d36b11e5f7548868e91bc5239ab412619d13f,cylinder,geometric sculpture
d17c45af6c844b4bbb9e9a6ceeaaac89,figurine,robotic figure with book
f1309916894a45e3ae6eb24f17f728d4,gun,rifle
ce7a98e19ea34aaf97bf5d74fddde116,pottery,ceramic vase with handle
d62901d20b0340ba8bba0127c7908e11,sculpture,abstract gray figurine
0f27f1ee9d394b16ab5f1c01301e6170,statue_(sculpture),abstract gray form
aa4a8c39dd0b412bb589cdaaf090abf5,sword,syringe
0f2be14fe4019e204ad3dcec9e91253dd42b3f4d1a887ff1a0600174be799c3e,table_lamp,lamp
d84f964cb47c44bf91588a17890a7ab3,teapot,teapot
d92d8e402e062cee58f336346c552bc20097b3703eae77e0411d55e804dd9344,vase,broken pipe fragment
ae1671f1d65c7be9ceb0af0e1a835a9c8828d3e2cf06ea152b47fd2e3da13965,car_(automobile),car part
6505defd43cd4d0cb0b5ef4604975048,chair,director's chair
e5d24ce8bb0d414eb717ed2def563e9f,cube,stacked boxes
80ea6b99bd9848ad9128973cf29520e7,cylinder,gray cylinder
b9445e3ef52342bb92e8ef74ec826ae7,rifle,rifle
9433b40f26004c7e8b1e1f775ba3a1c0,sculpture,head bust
0fa670d0aa1d49a99644fdaf34c5068f,statue_(sculpture),abstract sculpture
aaac5e660d404971a301e30a0e284b2b,sword,sword-wielding figure figurine
107e04fcd58074f041e98bff8eae7d15f5258240c291b964e7be8fa608c6cf96,table_lamp,storage cabinet
d8c6d06e04214827ad18e7737de5f95e,teapot,teapot
f4d98a3d213c49c0a3fd0e9b86b37b10,toy,cannon
da0ac528b5be4feb98e7f83a961deec2,vase,gray ceramic pot with lid
0bfd79f345fa405ab67076e1c3181ae6,box,square base with central hole
65b2fa4dd61547128e9100b9d6916950,chair,office chair
e7092429f0278fb0cd2560617cdac6106882725c2dad77d29134bd9157dcd421,cube,geometric block
81ae7f8958ab6bb7b1387e5495e888e6fa47dd974ddc8208f4dfd3fc2f2115d0,cylinder,barrel
bd483760bd32ab9a309293fb7cc1fec56616767560cc55077a93bc1901875bba,figurine,human figure
f1cf55302bc046f8a1840a33febb7dcc,gun,assault rifle
d04c65ffe71945368bfe43f311e9af62,pottery,abstract sculpture
b986693d835e40639e92eeeee1aad346,rifle,gun
026bd7fdc98c4fec9c8bf753522c1e68,sculpture,sculpted face mask
10352d945e204e1b95ab976c3cdb900d,statue_(sculpture),statue on pedestal
ab00e016d5f9457a9b7493b8cee287f6,sword,sword
117f3135a51582f10182e7bf5d9f3eaf9407feb8bf2cb4e770750379f79d998b,table_lamp,paper airplane
d9a74aa6487a4bfe982239b382461b9a,teapot,teapot
f50fe99de7bf4b68be7b22bfaf8276e2,toy,flintlock pistol
0ce3102d990e4c6c902ce51902a4a0bf,box,box with lid
aeaf309cd1f74b50aaffc49423285019,car_(automobile),car
65f76224b74380efa297697f7543e8bef60d56a7d213e1c6a34d3f1e5c7c7069,chair,abstract geometric sculpture
e7bed03531a9074d8a50fdc877ebc52d435f1cf3659d290fb3c36b4d7a90a0fc,cube,gray cube
81e8f00efc879dd1d7c7456fe884c038b9c6280849db1d897fea08a8f10dec59,cylinder,circular container with lid and handle
b579bdd5af3b464bd425be4d0551c60ba12a122a3a95e50ae35c5176b13fdd5c,figurine,flying cat-like creature
d0fc410c77f74c50b526c94200d498f8,pottery,gray stone fragment
bae99a8a83b441618cbd6f0c5c79a579,rifle,rifle
6005b792d7f14316b6073958af47e6f9,sculpture,abstract geometric sculpture
ab4d56908c02467b8c6ee7a83460b379,sword,sword
12d34c4fe8ab4afea32b15512e7aee27,table_lamp,musical note
da416d09aa484cf7ad1ac13a59ceb3ee,teapot,teapot
f5e6f826ba1249c59992af67e3802de8,toy,gray stylized humanoid figure
db225cd11701617dbed25326db3649b828d6326786c51ce6f26fc0cc218ee5dc,vase,saxophone
0d22be03613b43659d52a0ed0a6ae0be,box,gray box-like structure
aef041518b673c4143e9d8bae4922322a9efd4c7b9813e6d75874e2c18965e22,car_(automobile),car model
e832f6832212484a9534a233ad108031,cube,gray cube with embossed logo
824f11546ef72fea8fa940a85b68d67e2ab8cccfb378c3edee7b5d6e2e9f7208,cylinder,gray cylinder
8a4c00d4401c441dbdd08c7e2ad040ff,figurine,falling humanoid figure
f286cb93d28e4e9892a3a1ff8a8138a8,gun,two firearms
bb7ef35327534e19beba4f7d10f31069,rifle,rifle
f1b3f48b6fe84b67a44dd490b7d530fc,sculpture,decorative wall plaque
11022697b8514c6ea356da435398bfc2,statue_(sculpture),stone bust
ac091342a1e1486bbaa55bc97901d9d6,sword,sword
1343307908e3792fd3f325307af07a41d06e9033ebd9802fb61688aa8764b5eb,table_lamp,handle with cylindrical grip
db91b500afba4661b7ad1a6df125c90b,teapot,watering can
f690be848ede4d7b9f5b55b8df74c96d,toy,gear-like mechanical component
db999f8e8c2a4904a2c4f1bff9349c76,vase,gray ceramic jug
0e0da1f726794022a516c6a02fc4bb8a,box,plastic bin connector
66624c84a4d94559b35914ee2ada4c4b,chair,ornate chair
8336546c7057959419b7277c9ee7323033446528a510d134a4507e088f4c842a,cylinder,cylindrical object
f615d14bca2fc47cc63ef013bd166234ac2592168642aa7df9646fbf47d701e3,figurine,abstract humanoid figure
d1faac1489f74d2ca80f4b4b09b1a0ac,pottery,abstract gray sculpture
f4a14696b495491aab3346e889465662,sculpture,abstract geometric sculpture
11e836b226444143b4350b4e6654d93a,statue_(sculpture),bust sculpture
ac597fdfe28e445885b323a7d07b085a,sword,curved sword
143e3920ba994f82825dcc042af4f92e,table_lamp,table lamp
dc488a3f2fd2ffe4789ed37dc3ea775e009e160ffd2279afcc3e15b3b1e8231d,teapot,teapot
af754d679887573bbee292406bbdab61b30be67f70e8a57a9b916a5e4598d8d8,car_(automobile),toy car
66b292ac58f37e575e91ea588904bed7da9fde595f66ca3dd7d138fd3a99dc64,chair,chair
c663515ef60340afb8293a27659e3c7c,figurine,feline figurine
d2e78236a1b54f41bf2e115a779a966f,pottery,vase with handles
bd253ac1766545c8b89a77e44e9efd0b,rifle,rifle
e6961b9f6b2782be1275238d771810882538b511d3c8d1eee7debed08ddc8795,sculpture,T-shirt
acaacb94e5e0423db877a5f1a0a403a8,sword,vertical rod with knob
dd478789a992af32319b2a885aa07de21ae96e0e676ea217ea172a0e1f34d0e1,teapot,miniature house
f7bd348278334e86b0653b6338ecdecc,toy,microphone
0f38927ce9f94065bd53da07039c52b6,box,textured slab object
66d947953f64d4ca48205316069d4650a39de02d4d7acce5712f948830ab9539,chair,low-poly insect model
84f693ab0a316316f406970b66280f8d8aa3a38d5503b545deb90b34f0fb82cc,cylinder,stacked box-like structure
286c6c7c74264dadb2872f4398491b3e,figurine,dragon figurine
d381c2b856d7481ea69cefd12adb686b,pottery,ceramic pot with handle
bdf7f484270744a5802cf64cb8635936,rifle,rifle
dfbbca8c8e90448c99e2ccc3b6503c87,sculpture,gray bust sculpture
136147899f7943c1bba2da9a949fb980,statue_(sculpture),gravestone with angel figure
acfdcad50d914a45b0e708217bd33442,sword,knife
1755f5464ccc49d5a2a017279bb73893,table_lamp,adjustable desk lamp
de2f9021b26fb167ea8a88716691d7116da612c89d4fa459b53edca33c8d0171,teapot,broken object
f7fd210967d7974691684f591f4d160dc28c84b94427f1a305aef9c2b92c663d,toy,stylized bird sculpture
de07668c58e54bcca3d831063e915b52,vase,vase
b07aa40cfa734421a03045f675288a14,car_(automobile),car
677362a8617a9fcea2c29b0bb6dce0d830fd8ab7d3aa79d7145a5a93562c1480,chair,stool
eb3420ba25344045bc6cf447c35a1978,cube,low-poly tree
85a61f691e2cf88070e1dc85ef4c8271cb04ab3a18918f3127e2febefbf0697f,cylinder,gray cylinder
ec11f5a45c8d4399c5cda2bd388e4b58fdbc133929721627bb7d895a2344742d,figurine,falling person figure
bf80decd45f94097afc40221b9c17f78,rifle,rifle
1ef687ae2bc3d50526231336bac58f09ab00624f77883d856ff11b13c26e2af8,sculpture,abstract sculpture
13e211ab02714441963447096a948350,statue_(sculpture),sculpted figure on pedestal
1850a4f4e46e475c95d61c6cbd0c047f,table_lamp,floor lamp
df11fd2f2a2c4799bed0837b29125a7e,teapot,teapot
dec273663e4e4a0ba907ce2b025d6de3,vase,vase
b0cdeef47b9c4602b3c54f7cbe37f61e,car_(automobile),car model
67af0d67c22ac9787f17e4c2b494f83d642ee871bd7d1cd8693f322587212272,chair,antique armchair
863e8538b94b49e0a642c7265ee6f6d8,cylinder,cylindrical object with flange
8185cb4b1fda4befee09c769d00c6b17d8e002b791e1105a1c00c744d27d6240,figurine,low-poly humanoid figure
c04166b0ad72427682a6e418db6b36a9,rifle,sniper rifle
e306a765dc793c8a177338b33f12c4619043c4f39130b7fbdc1e5f0e824be530,sculpture,gray stone fragment
18e8699818d4466cb09ec8e2225b0a8f,table_lamp,mushroom-shaped object
df775abec48546b59cae8da744fd657a,teapot,teapot
f8f437f61fde49f28518ef8ef1d50060,toy,gray stylized animal figure
df7e6bc337d7472ab12fe3ec5004409c,vase,abstract geometric sculpture
b174848b63704c9990c164c03eaac9f6,car_(automobile),car on tilted surface
67e5416a5da643aeb6c6134eec5212b2,chair,armchair
ec3fae92e19ec281c8d4e4ed33ff3355a27b2f993a6162f0909b5159dd2673a6,cube,gray cube
869f3b1a774716e1382f0cddb148d33f6d04cf221acdf5abb9189c0dd90fe19b,cylinder,clock coin
f4802e83cfdd41b681d506239b518c69,gun,metal pipe with flared ends
d59a2e3dace145ad9b98e3bbd3f31b03,pottery,shelf unit
c1551b331b81446ab245ea75b761fcc4,rifle,assault rifle
c13677fd6bb047faaa2433c372bd2fed,sculpture,stone lion statue
158c256641c2444d951975dd6b50a89c,statue_(sculpture),abstract geometric shape
f963abce66314e63919ab3d478963337,toy,hexagonal bolt head
118d05b5bd78426f88ca15dbe21c7290,box,metal frame object
682c8d6d5e264a409e9724e91abbb5f2,chair,foldable chair
ed4f3209fb2846a5844fae20ad457b2f,cube,gray geometric block container
86ffb18897b8415c9bbb324e1054ed96,cylinder,cone-shaped object
b7659bee304ce0c83c70b6ed42a3d63842c5a04925ae1a29e39755abcc638934,figurine,humanoid figure
f51aafab187b430392460be0f6dd0d28,gun,gun
d6b69627f8024333bd2f50303b2fc189,pottery,ceramic bottle
c1be873ac3ad457984b8b8d833f0e6b0,rifle,assault rifle
7fb3b21eeb924e28b359426731195b0a,sculpture,abstract sculptural form
15edb21057b34ca5af269aa8cb62e071,statue_(sculpture),statue of armored figure
adee8ff6f569493ea27667f0f9f5c917,sword,knife
e0eb248e3b934296900e8787e2fb20c3,teapot,teapot
e2a0fd11699a41288bc0cefdeb171d85,vase,abstract geometric sculpture
122d51c72207ba71d184ad3529db8992d5a6017ebdfb7d1892fd8effdb0627ac,box,bow
b2151b4eea435a8b1a46c2fbd31e62113a379ab114ce870b93ea96bdfe86d1a4,car_(automobile),sports car
ee00d3ae8b8f250f0eaf0d683927204a60b93e3dcf666c2031b16ea3a62289f2,cube,gray cube
8792f229ef9dd06f9c412c6f1af001160d839399e3d1046d9ca8980356b388c8,cylinder,gray plastic phone base
8c220c16e0db64571c337a7d94b3b7cc567a1037e36f15aaf6d190c1d1f9abcd,figurine,humanoid figure
f5596f3c83f04642b7ee917593c6df52,gun,pistol
16a1ca283bee42759e8dfa0b5d60903d,statue_(sculpture),statue of rider on horse
ae48855265ee4fa4b7c80218f16a3c56,sword,pickaxe
1c257039e7ed43329525a9f357317129,table_lamp,lamp shade
e1a100fa82cc468f806aa9035292f417,teapot,teapot
fa4fb43a75054b878b17265ea7293210,toy,toy truck
e3be0449e0d34ade9a6b60c7cfa3bde2,vase,gray sack with tied top
b262744901a04cda823f17289d1a4847,car_(automobile),car
68b943047c9045e499da9d6804a15b6d,chair,woven chair
eeb316a98c624c1eb80a791f39550c43,cube,geometric block
6bc0f1e7b6413cc558a3810260db80f0e4bace1456621e96d7a60d11675dab31,figurine,person in motion
c335dc0a55e0406e8237d547292f252e,rifle,assault rifle
615931b2f5b9499eaebb3faf4bf2f9b0,sculpture,head bust
17ffea7e61574a20acac8a23a458e27b,statue_(sculpture),statue of liberty
ae94128e7e214219854433accfa06d35,sword,sword
1d0461dd1e5171015a6080b68c8e11ab6534ea910506f8631c3ce407a9bc2e5d,table_lamp,lamp
e2417adee44f448d864d4d4eec5af3ad,teapot,showerhead
e47d73a43199b1e4257fc911a09e5c66fae1ae0bb3bd3eb30b77764088bc287a,vase,gray vase
1575d8b806509b3e97caa9e8ec267b4836cd127728c06eaccbce4a6c98fffcd1,box,box with rectangular slot
69208f9465c346308a2bf423c7e5b8f6,chair,office chair
ef4e1786e360e7ec2fa947c3599650092ab9ce2ff77c70b2a87daf6651a11973,cube,geometric solid
8906358fc8d9622f2cd3ad69d5c7f38c0ed187bd42d847ab0e85733a2917197c,cylinder,circular object with concentric rings
d876041116d24a9fbe23687dc84c0421,pottery,kettle
c3d037f7112145e4bfc35f4cb7e6cfa4,rifle,rifle
410c5aca30cc1608d3293092e232daec6a559a05364a3398f286888829ad2fec,sculpture,rock formation
188cdc20866f4630ad4a8df1f972d2eb,statue_(sculpture),statue on pedestal
aedf5f108931436387e99fd671728787,sword,sword
1e8358f1081f4954b43cd00413596eaa,table_lamp,decorative lamp
fba7a0c2c7694216e2d6b0b0b74171dc6a09fb990d9637a6d530a90986846d06,toy,mushroom-shaped object
e4e940ca48d481d0bf8119034a250972c9f3540c6b3234fdef7f46b049011f57,vase,rocket with fins
165cf5f4484897a7a1719b989dd37947bd7bfadadd78441fec2ca6a139783ce7,box,gray box with handle and knob
b2fd0fc89656223b8f38e09261999b53ec76764304b299a1b2edaaef9c790b60,car_(automobile),car model
6946bde8b49b4b8782af4d3272c2c062,chair,gray square tile
89b709deeb954ceb97edfce61565f6c4,cylinder,stacked ring object
7c7e0860285e85ba65004ef4dfb2775eb372433d798b54b30c62db2eb58d73cd,figurine,statue
f6f2c4d0531046c7882855f9294b85f8,gun,stick
d9496184a4664f969cd28a55aedd12d2,pottery,ceramic pot with handles
8678a00b6b864017a945e2d654411f7b,sculpture,satellite dish
1930a58c670b4e09b59895f96b628412,statue_(sculpture),statue on pedestal
af21c8cf193948619f507d740ebc86d1,sword,fossilized footprints
fc6e700f254c4c4bb933e2d29eee226c,toy,abstract figurine
e57bdc8c9496422588529cd021271f97,vase,vase
17127deeeb2b4fbd9035a7a4afdcabdc,box,gray box with latch
b32c2834ab4a393123cdbdc4e3ae27f97c31657d91b685bc94fa1b4ed986021b,car_(automobile),abstract geometric sculpture
f0b65ff4001899102d769a5b5d86aadcac43b2185443c4790c52ada8ec85a9f1,cube,gray cube
8a00dea62bc24fa780c5901620fd4fe5,cylinder,cylindrical container
b2e0e1cbaf1f25b05657bc07ecbc1b077c30aa4c66668e35b53eeedf2673314c,figurine,stylized human figure
f764cc2e06e04faf9f0a1a78432ad96a,gun,flintlock pistol
c5584c71628d4f8bbda3374fb605603e,rifle,assault rifle
765305a9a2549ca96fec339eefc4e8e91f56209f9f8cef3855c7b5901c0e97e8,sculpture,stylized head with spiky hair
19ceb83a896c4d668b0f30a6fc58d563,statue_(sculpture),statue on pedestal
1f94866706a880cadcb90627a500713769bb1a16c759a90a641f94ec71135091,table_lamp,desk lamp
e560dcf330b747d7afee8c6592e69824,teapot,button
fcc202b5e22b448eae7cd1fea5e6e145,toy,abstract gray sculpture
e5fd4f005c924c16a4e3251f4b8d41fe,vase,jar with lid
17aae57c43284e57bedf5b91d827fe2c,box,abstract geometric sculpture
b37cea6e8a864a2aa602934ddb0e6ff0,car_(automobile),sports car
69a4c27b9aa4423bad383a963a25bf34,chair,simple chair
f11e2f331bb4064a14ec8a12315a33908faf16ee6fbdd046300d8fac99805362,cube,geometric block
8ac75378662a5bf2925b6490c19b40263da62cfafd1474a4a876efc988d2ecfd,cylinder,cone-shaped object
6789fbfd94e843558be0a57c6d0a088f,figurine,abstract human figure
f7bbfb7f8cab43b49d5c57a6663a2b14,gun,pistol
dac64ae181ba4b74a3d585dd538dec80,pottery,ceramic jar
c62d10a006e1438e9af08fa684411dd5,rifle,gun
347962259d008fd8f38bfec02e337b554b4a4f1163270e35e0524e6d30f9b92a,sculpture,abstract human figure
20880b3810a7458e8e5257f249ccb65b,table_lamp,table lamp
e65ba3d9023199acae486dd042abb9be57265399447f5eaf3986e471d4184a51,teapot,abstract geometric shapes
fd6219cd34d6410db91546b727a9bf3c,toy,toy cannon on wheeled carriage
e67b69c9803648a0b9172f7ed52eb824,vase,chess piece
1895f5efa2ca4f4c9395bfc6b8691d1b,box,drawer unit
b3a951bfba45c73b4ddb90fe57d2c70fcd3d071be240e7d8f08f1abbd61566f4,car_(automobile),gray mechanical part
f1c2cd941fe74b518241857ebf203a6c,cube,geometric block
8b8b1c68331d9e0bcda33a22e164ead493b2a4bb1ea569433a377ff9aa1d92f4,cylinder,cylindrical container with lid
b435d76e198a1a82859e830b926505ced718b382ff8067c9af16a2ac85adee78,figurine,blocky robot figure
dbabbe563d4f45ea918f8b16d399809e,pottery,ceramic pitcher
c6ee89e7e8f243429e63e4365ff0a2dd,rifle,gun
1b04fbccaf6943c4ba0cffc51a00106c,statue_(sculpture),statue on pedestal
20f322e2dcab42078a074a894e95dc43,table_lamp,wall-mounted light fixture
e71424ef12bb41d39f3d912a804211cb,teapot,teapot
fdc357f2303941f0ac65362d06b8d81a,toy,geometric sculpture
e70b46a54b9e434589c843dca18d846d,vase,gray vase
192af68287bea51cfdd9c055d7a6182a03e62cebb58be24054939f8f6a9222f6,box,folded box
b3ec0f90ead9c10ceb7771d997266a12f58a3d544328a5cdfe4af5787e8d5c24,car_(automobile),car body shell
6a145678207c48e3af795df8e5224f34,chair,modern chair
f1f6cc62be314b86b187491fc9c9a404,cube,gray geometric block
8c0f1228058e443ea15f08a66f3590d2,cylinder,stick
fddbcf4d1d113468577b9550eec0e0b120a2836c30d9173489c9e2d1e012bfae,figurine,sword-wielding warrior figure
f885b55c8dc14808b87ff34e525b1967,gun,broken ceramic bowl fragment
194c3a18f6004081f179454321f1cd6673a19e92d9294ea3eecfbca227039d97,sculpture,abstract sculpture
1b3ead1eadf84ce1a34cd20a740532a8,statue_(sculpture),statue on pedestal
b07424113d854a5e9846187694af7d28,sword,magic wand
e7732eda786049208c558ee5b988001d,teapot,abstract geometric block object
fec95346078e7eca25ad58af713e0b73ca0c15f0e1fa042d7f2e9427c8ea2679,toy,gray plastic tool
e832be7ab38d4a94aefa5719a01b38ee,vase,fluted vase
19a6a8ef0e64440fb87da00ccfd1c0f2,box,folded paper object
b47cf50da2d24fe09bdf690878801af5,car_(automobile),car model
6ab3f3dff4814161899c632f13908b85,chair,abstract geometric shapes
f2d3398c81c34ad687502aaf9d760525,cube,geometric block
7365bd5d9245f81e74f8610f6996f815ad88961b1b5865c4e4b14a3ef11ee44e,figurine,humanoid figure
f8c5887be52843d1af634a219f4c5e5f,gun,gun
dd93e19794844630bee6d5047daf9e91,pottery,abstract bird figurine
c8a3381410574c02b0c9a8f73d4038ca,rifle,assault rifle
22fa4eadc48a4ef08942815e7b00e71c,table_lamp,gray twisted pole with cap
e8c6bbb3378b45c2bce36d880d9542c8,teapot,teapot
ff8768bd5a2947dd9288642ec5323744,toy,abstract sculpture
e8fc1b4aeb73448fae829c4e71be45cb,vase,clay pot
1b1b5f7840074383bef7c7cfbbff9e2a,box,gray geometric container
b4d67856dfd44e3e968f153031831920,car_(automobile),car model
6ad921e670b3479d926124c08f4a4a4d,chair,wooden chair
ee241becac1c4710b0bb12fd02882e50,figurine,abstract human figure
f9284bf2a2f44e888e48175a8ba6d166,gun,pistol
de0ab55b9dc94a4e84782527d8df4245,pottery,domed object with central hole
c9835c7926404dc094e151a0afe847ae,rifle,rifle
73ca4f3fe99ec91596717e495b85f1a74125027201f25a08c47e071e62eb6965,sculpture,pixelated plant statue
b100e86c7c044adc992b3f5390fb5172,sword,sword
e9559c6c20c24581bde694e7caa73fdc,teapot,tea kettle
000e89dd647242439ef7a9bc8f4b5e8e,toy,gray low-poly pistol
eb5de5ddd5c3e201e98b1f6d9d02dcf707c4398f1508c5e29867285f3a1a1481,vase,vase
1b7ea1ebffef47db8b8c0fbc64bdf19b,box,rectangular box on base
b52c8e5e8070463ab1485039246f527c,car_(automobile),car model
6b3e06ae1fd7479da2099589aeb1e118,chair,abstract geometric sculpture
f3b1d65f8cea4fe69a10024a617fcaf7,cube,gray box with recessed panel
8dd1a704544c4f728d5dbf93020b829a,cylinder,gray stick
3fc6e3f0e2351bb6797119176e5c26ee8aed553970615862ad8b100e32e9fa04,figurine,falling person figure
f9b221042e1e4b718a3b38c12c65a049,gun,rifle
dedf9251f71e4a46a9ee356f6305107a,pottery,broken bowl
c9dab096876baac8e832d7bfbf79432edad6f6e3b47c1f7b8687b9ff5091af2d,rifle,scissors
1d0a1663de804992ad557124683c8cf9,statue_(sculpture),figurine of person in uniform
b12a8ff6ae194867beb88cb2e0fbf6c2,sword,sword
260e39593d4c44c2a3d48c519329685f,table_lamp,room corner with window and light
ea41d384072b4a45b698650328cf3b16,teapot,teapot with devil horns
1cc36191664147cca508ce79982cd6e3,box,speaker enclosure
b5cf576fb60a4e75a2134a07bdbe6376,car_(automobile),car model
f40f30aed6d84e69b61ee8981c599ca2,cube,perforated cube sculpture
8e51ae4af4d14fa0b6b7c98a914db30f,cylinder,travel mug
9ec075dff2cb4768ad7b6dc7c7609070,figurine,goat
faa1c37b12fb07596608b9b001cda55daf1ef0c97d45c865b68b024db4670004,gun,tank turret
dfafb80f177f41d89aca04d7bf3b8417,pottery,broken ceramic pot
fc35be380739836b81db730a6b82305053fa216ba12bcaf4dd9eb24ea176fadd,sculpture,stone tool
b199dde89b6d40e3a7e36e99b8c20576,sword,blocky humanoid figure
26e9de02fc07cdd8b6a1e9eecaee2c04fc22004ae6011b590af5b4c3f85342f7,table_lamp,adjustable desk lamp
0243437f283047d58b068ca7bbeda662,toy,abstract geometric sculpture
ed490807260143ad9f9b72478df438e4,vase,cone-shaped container
1ffe7e91e6b620345e2ae13d812f46002fe88d1fbd5a33a18c233e720bbbdff4,box,gray plastic electronic device
b5f21c87867ea2ff0ed1adff822e4ad221a6ee55d714579cbb31eb1a215b1d39,car_(automobile),broken car
6bcacac24e1e46feae4ffee0022c80d7,chair,stone monument
f49c236bf673eef6ab9b7c37b48b4461eab71afcce8da53a87f3e7484928dea7,cube,geometric solid
8ef0b79bf03c4d1382428fc10700d926,cylinder,cone-shaped object
6b86d9e0fa824ebd81aef8d7ab9d43cd,figurine,abstract sculpture
fae5a9f57094497694241f86337a8127,gun,gun
cb04d3bf04b246fe8cacb7877a5c7d5b,rifle,gun
1e8392d45dd04ce4b3d804497278facb,statue_(sculpture),statue of a person
280a30d2216c4bef8ec319219ed007c8,table_lamp,door handle
ec2e923f16df4c509480a3b836db68ac,teapot,teapot
02a70b0b453349799aa2fd8323229103,toy,abstract 3D figure
edf08fcfd2effcf755de5037609a514e136ba64f72a57e6983c073ac64e804d5,vase,ceramic pot
20b827a4d6224ee99a5ae31efa18b9d8,box,gray box with grid pattern
6c3198db403f4d22ae7cd32c74e23854,chair,chair
f54db44c1917499bafae4cb95b5756da,cube,box on platform
fb1532e9c91f44a486cab57e9a374863,gun,gun
e18c7b17478a4afc8414e3edbdaf7638,pottery,gray clay pot
cb68f9e94fec421ea3142c19da80526f,rifle,assault rifle
1f1b07a9d1e8893e2596ebf84787545b1718a4e65a7f8a38f8ea5673769bb3a4,statue_(sculpture),statue on pedestal
b2662f2666a844e8a1bd0e7c4a7672d8,sword,sword
28c0631cd9704e52a63aea918e39098b,table_lamp,medical surgical lamp
030d4903c90a4bf8a9e78619dbf73dc1,toy,gray abstract geometric sculpture
b6751b612c9b4eaca2bcf8e40e9da4be,car_(automobile),car model
6c4ec25e5dac435fb103f53447afdf50,chair,armchair
f5a7349c529642c0a23c88fc8206358d,cube,square object
e58878b4d8ffd1294fe2725e007991fbf421b67bde5d8054198a6e34e1e552f6,figurine,humanoid figure
fb5837d0ec3346868ce659a7c11a41a8,gun,revolver pistol
e2785cbcec8341b29762baafaec7c426,pottery,cracked clay pot
cc302b6d80e44906925f8bd74b905f81,rifle,gray stick-like object
2a0e7901b036f92681748287d90b71372b5677ff6f29a52847125e7618a7a0cc,sculpture,gray mechanical device
b2aeeb6f23d94a668c0c155656698df4,sword,sword
2a205abf3af34d678c1ba35325743627,table_lamp,lamp
ed71a0365015c1c2e4e7dc946332758635b9265d7ba27a15f05fd1d76605e85d,teapot,teapot
03fec2495645443286fbba299a5943e7,toy,toy rocket launcher
efafb072bf2a4354bd457a045db130b0,vase,ancient Greek vase
23fdb7ce2d43e66a843ef4dd964836508bee4b44edc14473cc73090030fe5ede,box,geometric block
b6d23737e0d048f295684bf62ad9e80b,car_(automobile),car model on display stand
f628caaaf75d450ca16ffd6ff8a3f6a0,cube,gray geometric block
91922cad78a23ab1e2bfb4d93b449da67611675eb61d73a21922e0577925a0a7,cylinder,cylindrical object
fb9a3bed767746f4103d414bd728a7a56bfe43312ef83d4e7dc79993418610f7,gun,rifle
e3349fac8f784bc09d56e96a08c01ec7,pottery,chalice
8949e5e47d614bb2b00e57705e0a48e3,sculpture,head sculpture on base
20df5ed456b7429f8dc39f5f9803d41f,statue_(sculpture),hooded robe statue
b319c1e2ab8a4dbb8f142de4ed8cbf3a,sword,sword
2add888dd3d048d28371064747064816,table_lamp,lamp
eead548258ef4a149d486c810a0a8885,teapot,teapot
f0488e11653e47549663fb3a371db703,vase,ornate vase
